"V","BR","90percent","galcen_radius","galcen_ratio"
23.433,2.109,0,0.431984,0.03248
22.939,1.234,0,3.24133,0.243709
22.56,1.202,1,1.09649,0.082443
23.223,1.571,0,12.4764,0.938078
23.145,1.083,0,8.62134,0.648221
22.781,1.338,1,1.41224,0.106183
23.45,1.512,0,11.7672,0.884755
22.514,1.288,1,3.76026,0.282726
23.389,1.601,0,0.380689,0.0286232
21.634,1.371,0,14.3931,1.08219
22.837,1.5,1,2.14406,0.161207
22.794,1.644,0,19.0551,1.43272
23.034,1.029,0,8.61334,0.647619
22.688,1.533,1,1.08468,0.081555
22.377,1.483,0,14.5586,1.09463
22.076,1.283,0,15.3545,1.15447
22.796,1.451,1,1.00398,0.0754873
23.23,0.808,0,13.8261,1.03955
23.491,1.662,0,14.2522,1.0716
23.423,1.553,0,2.06804,0.155492
21.612,1.279,1,1.97941,0.148828
23.395,1.856,0,0.590229,0.0443781
23.265,1.377,0,6.19256,0.465606
23.39,1.607,0,3.14709,0.236623
22.691,1.588,1,3.85684,0.289988
22.824,1.501,1,1.34213,0.100912
23.192,1.574,0,0.909867,0.068411
22.73,1.634,1,1.46063,0.109822
21.935,1.066,1,4.67784,0.351717
23.13,1.343,0,3.72575,0.280132
22.42,0.953,0,16.6924,1.25507
22.036,1.345,1,1.14072,0.0857686
21.323,1.388,1,3.81386,0.286756
23.359,1.885,0,0.705356,0.0530343
23.048,1.441,0,0.571638,0.0429803
22.027,1.291,1,0.725066,0.0545162
21.138,1.352,1,1.00668,0.0756901
23.067,0.985,0,3.64162,0.273806
22.683,1.501,1,1.58869,0.11945
23.236,1.007,0,6.54537,0.492133
22.736,1.03,1,7.37813,0.554747
23.106,1.395,0,3.9156,0.294406
22.824,1.143,1,3.17281,0.238557
22.607,1.532,1,1.01267,0.0761408
22.666,1.17,1,5.56048,0.418081
22.937,1.175,0,8.61827,0.64799
22.814,1,0,11.0768,0.832843
22.58,1.489,1,0.80994,0.0608978
23.274,1.217,0,9.05222,0.680618
22.648,0.961,1,3.53892,0.266084
22.394,1.074,1,3.22045,0.242139
23.172,1.388,0,1.1015,0.0828194
23.308,0.871,0,5.1564,0.387699
23.369,1.609,0,0.698244,0.0524995
23.068,1.281,0,1.91853,0.14425
23.11,1.384,0,3.1735,0.238609
22.845,1.212,1,1.21812,0.0915879
23.423,1.099,0,1.87092,0.140671
22.585,0.941,1,1.17996,0.0887187
22.828,1.273,0,15.4734,1.16341
23.254,1.207,0,0.674013,0.0506776
22.045,1.408,1,1.05012,0.0789567
22.424,1.081,1,2.78304,0.209251
23.068,1.071,0,4.95083,0.372243
23.116,1.428,0,5.41406,0.407072
21.559,1.254,1,1.53455,0.11538
22.526,1.615,1,4.805,0.361278
23.112,1.266,0,5.56408,0.418352
22.299,1.479,1,2.16331,0.162655
23.256,1.137,0,0.787973,0.0592461
23.292,1.542,0,1.23468,0.0928329
22.896,1.305,1,2.87732,0.21634
22.807,1.288,1,1.9777,0.1487
22.789,1.212,0,13.5177,1.01637
23.435,1.006,0,7.78344,0.585221
21.477,1.331,0,15.3941,1.15745
22.097,1.403,1,2.83829,0.213405
22.403,1.16,1,0.893653,0.067192
23.177,1.153,0,0.956547,0.0719208
23.201,1.152,0,8.17508,0.614668
21.767,1.346,1,1.56588,0.117736
22.898,1.119,0,1.12241,0.0843916
22.28,1.059,1,1.52472,0.114641
23.427,1.081,0,5.66191,0.425708
22.112,1.299,1,6.35225,0.477613
23.203,1.502,0,1.53022,0.115054
23.35,0.965,0,16.8462,1.26663
21.434,1.292,1,1.65305,0.12429
22.854,1.18,1,2.40782,0.181039
22.801,1.014,0,9.52317,0.716028
22.845,1.105,1,9.27505,0.697372
22.225,0.941,1,1.75578,0.132013
23.356,1.3,0,16.0845,1.20936
22.771,1.332,1,3.69981,0.278181
23.301,0.986,0,4.82432,0.362731
23.041,1.659,0,4.7507,0.357195
22.839,1.341,1,4.05096,0.304583
22.738,1.135,0,7.74144,0.582063
22.556,1.048,1,2.57925,0.193928
22.372,1.298,1,2.53709,0.190758
23.427,1.706,0,1.81565,0.136515
22.652,1.262,1,3.75711,0.282489
21.591,1.41,1,1.62345,0.122064
21.576,1.05,1,2.05535,0.154538
21.492,1.523,1,1.39125,0.104606
22.574,1.282,1,1.44175,0.108402
22.954,1.315,0,16.4919,1.23999
22.409,1.429,1,1.42929,0.107466
22.604,1.337,0,12.7962,0.962123
23.322,1.229,0,7.89794,0.59383
22.674,1.476,1,1.57214,0.118206
21.31,0.948,1,7.32526,0.550771
21.326,1.347,1,1.52424,0.114604
22.432,0.968,0,17.7796,1.33681
23.365,0.973,0,8.05752,0.605828
22.048,1.194,1,8.44576,0.635019
22.932,1.545,0,13.5002,1.01505
22.797,1.311,1,2.04381,0.15367
23.435,1.059,0,14.7227,1.10697
21.689,1.216,0,17.3543,1.30483
23.49,1.331,0,5.34406,0.401809
22.818,1.479,1,1.64737,0.123862
22.975,1.058,0,18.7441,1.40933
22.36,0.984,0,15.1922,1.14227
22.831,1.292,1,2.85777,0.21487
22.792,1.259,1,4.93731,0.371226
21.167,1.272,1,7.34063,0.551927
23.441,1.229,0,6.87933,0.517243
23.433,1.062,0,7.00528,0.526713
23.289,0.873,0,4.07543,0.306423
21.583,1.162,1,4.43972,0.333813
22.742,1.287,1,7.59138,0.570781
22,0.901,1,2.49216,0.18738
23.003,1.222,0,1.96324,0.147612
23.44,1.436,0,6.18601,0.465113
20.989,1.09,1,4.64442,0.349204
22.268,1.103,1,1.88757,0.141923
23.373,1.644,0,6.93788,0.521645
22.143,1.251,1,1.95909,0.1473
23.121,1.454,0,1.93701,0.14564
22.345,1.101,1,2.17125,0.163252
21.884,0.988,1,5.96193,0.448265
22.68,1.419,1,8.39714,0.631364
22.621,1.246,1,2.37795,0.178793
22.637,1.203,1,1.98674,0.149379
21.886,1.402,1,2.70589,0.20345
23.029,1.563,0,6.83606,0.51399
21.636,1.212,1,3.65201,0.274588
23.072,1.722,0,10.8531,0.816023
22.644,1.232,1,2.34808,0.176547
23.093,1.357,0,2.64036,0.198523
23.472,1.468,0,6.55236,0.492659
22.833,1.046,1,2.24164,0.168544
23.008,1.361,0,2.36075,0.1775
22.445,1.632,0,13.1425,0.988158
22.47,1.397,1,9.17863,0.690122
22.158,0.982,1,2.35756,0.17726
21.471,1.149,1,11.1978,0.841937
21.778,1.052,0,15.2679,1.14796
23.167,1.451,0,2.51031,0.188745
21.444,1.177,1,3.24582,0.244047
22.755,1.416,1,2.97351,0.223572
22.465,1.097,1,4.74563,0.356814
20.886,1.598,1,6.42666,0.483207
22.921,1.438,0,7.96447,0.598832
22.408,1.346,1,6.18846,0.465298
23.18,0.969,0,6.86192,0.515934
22.804,1.086,1,2.72434,0.204838
22.347,1.106,1,2.68641,0.201986
22.956,1.139,0,3.49967,0.263133
23.333,1.101,0,4.55997,0.342855
22.962,1.242,0,6.70969,0.504488
22.632,1.31,0,16.5727,1.24607
23.239,1.237,0,3.00603,0.226018
23.407,1.209,0,3.07423,0.231145
22.173,1.674,1,11.6243,0.874006
22.694,1.426,1,3.26313,0.245348
21.066,1.077,1,12.0167,0.90351
23.184,1.205,0,2.90387,0.218336
21.229,1.057,1,5.1195,0.384925
21.147,0.977,1,10.2792,0.772872
23.001,1.039,0,9.1519,0.688113
21.904,1.014,1,5.97723,0.449416
23.106,0.863,0,14.5143,1.0913
21.776,1.278,1,5.85962,0.440573
23.443,1.074,0,2.76903,0.208198
21.095,1.408,0,14.8784,1.11868
22.887,1.253,0,18.6799,1.4045
22.917,1.366,0,17.5075,1.31635
22.892,1.079,0,4.86956,0.366133
23.083,1.276,0,12.5028,0.94006
22.764,1.062,1,2.93083,0.220363
23.402,1.883,0,9.20923,0.692423
22.678,1.232,1,3.48084,0.261717
20.903,1.126,0,16.9084,1.27131
23.035,1.203,0,7.02901,0.528497
22.206,1.089,1,3.57312,0.268656
22.856,1.16,0,10.7338,0.80705
23.082,0.927,0,6.4587,0.485617
23.181,1.209,0,3.06065,0.230124
22.461,1.023,1,11.2052,0.842495
23.231,1.332,0,3.91769,0.294563
22.114,1.528,1,7.27158,0.546736
23.301,1.438,0,14.4499,1.08646
22.698,1.559,1,6.0035,0.451391
22.523,1.059,1,4.53244,0.340785
22.305,1.115,1,4.57643,0.344092
22.729,1.083,1,5.50316,0.413771
21.958,1.192,1,3.60556,0.271095
23.194,1.781,0,6.36398,0.478495
23.321,1.43,0,6.95451,0.522895
22.403,1.057,1,3.93565,0.295914
22.854,0.969,0,3.27332,0.246115
22.279,1.456,1,11.0614,0.831683
22.653,1.351,1,3.3049,0.248489
23.476,0.907,0,5.05596,0.380147
23.381,0.976,0,5.66068,0.425615
23.117,1.627,0,3.92321,0.294978
22.656,1.183,1,3.45524,0.259792
22.535,1.025,1,7.36036,0.553411
23.202,0.976,0,3.64065,0.273733
22.212,0.969,1,3.63998,0.273682
21.33,1.058,0,16.8179,1.26451
22.639,1.437,1,9.71996,0.730824
22.069,1.066,1,6.16491,0.463527
22.851,0.969,0,5.53184,0.415928
21.703,1.126,1,5.11219,0.384375
23.421,1.194,0,14.8916,1.11967
22.998,1.463,0,4.05383,0.304799
21.988,1.288,1,3.71062,0.278994
23.13,1.205,0,10.5201,0.790985
22.063,1.002,1,3.77497,0.283832
21.604,1.255,1,4.37079,0.328631
22.767,1.082,0,18.4078,1.38404
22.496,1.598,1,10.4974,0.78928
23.344,0.93,0,4.50219,0.33851
23.306,1.005,0,12.7303,0.957169
22.468,1.016,1,4.21626,0.317012
22,1.462,1,11.1555,0.838763
23.283,1.25,0,12.8868,0.968934
23.066,1.189,0,5.66712,0.426099
23.475,1.133,0,4.85396,0.36496
23.209,0.971,0,6.0429,0.454353
21.584,1.24,1,12.1029,0.90999
21.451,1.205,1,5.41848,0.407405
22.41,1.256,1,4.15261,0.312227
22.5,1.365,0,18.0438,1.35668
23.358,1.217,0,18.1578,1.36524
21.443,1.52,1,4.92525,0.370319
23.275,1.175,0,4.60311,0.346098
22.479,1.138,1,4.57065,0.343658
22.242,1.53,1,7.43213,0.558807
23.442,1.319,0,4.59674,0.345619
23.492,1.592,0,4.06575,0.305696
22.575,1.214,0,16.2104,1.21883
22.675,1.285,1,10.6502,0.800765
22.512,1.294,1,4.80596,0.361351
20.93,0.997,0,16.0145,1.2041
21.829,1.144,1,4.33699,0.326089
22.772,1.025,1,4.78226,0.359569
22.72,1.323,1,5.63604,0.423762
23.396,1.114,0,4.5194,0.339804
21.723,1.322,1,4.37269,0.328774
23.349,1.012,0,15.5777,1.17126
21.393,1.445,0,13.6032,1.02279
21.972,1.121,1,4.55707,0.342637
23.259,0.987,0,7.2795,0.547331
21.225,0.927,0,16.3361,1.22828
22.939,1.541,1,4.71871,0.35479
21.319,1.406,1,4.80076,0.36096
23.397,1.451,0,5.13009,0.385721
23.268,1.194,0,5.96533,0.448521
21.047,1.389,1,9.32102,0.700829
23.14,1.425,0,6.13205,0.461056
22.757,1.628,1,4.35079,0.327127
21.33,1.398,1,4.95385,0.37247
22.317,1.113,1,5.7096,0.429293
23.473,1.22,0,9.19973,0.691709
23.304,0.961,0,5.4784,0.41191
22.83,1.264,1,8.16415,0.613846
23.14,1.335,0,4.71614,0.354597
23.023,1.562,0,4.6826,0.352076
23.077,1.334,0,4.5067,0.33885
22.921,1.23,0,7.36505,0.553763
21.33,1.306,1,6.1074,0.459203
22.748,0.972,1,9.42964,0.708996
22.829,1.535,1,5.7709,0.433902
23.041,1.007,0,4.89802,0.368272
22.865,1.006,0,8.06404,0.606319
22.8,1.383,1,6.57791,0.49458
22.956,1.192,0,9.99415,0.75144
23.167,1.042,0,16.2361,1.22076
23.177,1.044,0,18.5831,1.39722
23.354,1.571,0,4.92402,0.370227
21.256,1.214,1,5.93537,0.446268
21.108,1.464,1,5.43512,0.408655
22.617,1.16,1,5.00658,0.376434
22.653,1.585,1,6.73464,0.506364
22.893,1.513,1,6.29068,0.472983
23.243,1.311,0,12.2777,0.923132
22.555,1.252,1,10.8197,0.813509
21.808,1.105,1,10.0788,0.757808
21.869,1.53,1,5.16797,0.388569
23.179,1.025,0,5.19183,0.390363
21.778,1.406,1,8.25534,0.620702
23.044,1.137,0,8.81839,0.663036
22.527,1.187,0,17.9042,1.34618
23.41,1.074,0,6.48044,0.487251
22.658,0.969,1,5.51916,0.414974
21.696,1.494,0,12.5396,0.942825
22.997,1.443,0,7.48075,0.562462
23.285,1.248,0,5.33449,0.401089
23.292,1.376,0,6.12558,0.46057
22.771,1.341,1,6.44745,0.484771
21.823,0.885,1,10.5774,0.795296
22.844,1.442,1,9.66,0.726316
23.226,1.507,0,10.2564,0.771157
22.698,1.156,1,7.5836,0.570195
22.602,1.071,1,6.41741,0.482512
22.985,1.129,0,8.78493,0.660521
21.245,1.268,1,6.86244,0.515973
22.498,1.163,0,14.2581,1.07204
23.424,1.446,0,10.2634,0.771682
22.997,1.161,0,5.88757,0.442674
22.644,1.002,0,13.8372,1.04039
23.346,1.471,0,6.51679,0.489984
22.806,0.88,0,7.49272,0.563363
22.59,0.973,1,7.78558,0.585382
21.002,1.007,0,16.5709,1.24593
21.209,1.445,1,7.50738,0.564464
22.464,1.268,1,8.25177,0.620434
23.199,1.663,0,5.85896,0.440523
22.533,1.636,1,5.77586,0.434275
23.447,1.29,0,5.7861,0.435045
23.362,0.755,0,6.18164,0.464785
22.137,1.374,1,5.82626,0.438065
22.028,1.378,1,6.8201,0.512789
23.311,1.375,0,6.31624,0.474906
22.801,1.189,1,7.57193,0.569318
22.775,1.326,1,6.03122,0.453475
21.806,0.952,1,11.8522,0.891145
23.135,1.466,0,12.3239,0.92661
23.377,1.06,0,8.64049,0.649661
23.255,1.17,0,6.14651,0.462144
22.167,0.988,1,6.24872,0.469828
21.369,1.025,1,6.32595,0.475635
23.084,1.606,0,10.7575,0.808835
21.372,1.447,1,11.3494,0.853341
22.891,1.276,0,7.5671,0.568955
23.225,0.962,0,17.4913,1.31513
22.935,1.19,0,9.21998,0.693232
23.317,1.376,0,7.72161,0.580572
21.375,1.402,0,14.1224,1.06183
23.445,1.136,0,6.27752,0.471994
23.15,1.146,0,12.2752,0.92295
21.913,1.334,1,11.5862,0.87114
21.861,1.119,1,6.63094,0.498567
22.791,1.147,1,12.0821,0.908431
22.733,1.183,0,17.4807,1.31434
22.805,1.027,0,7.94598,0.597442
22.102,1.572,1,7.81994,0.587965
23.371,1.57,0,6.8029,0.511496
23.055,1.446,0,13.635,1.02518
23.357,1.079,0,18.7262,1.40799
23.305,1.63,0,15.6696,1.17817
23.042,1.068,0,10.9506,0.823354
22.79,1.035,0,11.8849,0.8936
22.802,1.065,0,8.82024,0.663176
22.29,1.045,1,8.70459,0.654481
21.39,1.496,1,7.11235,0.534763
22.481,1.099,1,8.40051,0.631617
22.483,1.125,0,13.7635,1.03485
21.459,1.59,1,11.3458,0.853066
23.198,1.136,0,9.76394,0.734131
23.03,1.142,0,20.2689,1.52398
23.244,0.884,0,10.5368,0.792237
23.264,1.178,0,12.9327,0.972387
22.712,1.07,0,17.8015,1.33846
22.013,1.458,0,14.513,1.0912
22.629,1.161,0,15.0401,1.13083
22.267,1.072,1,9.66736,0.726869
22.856,1.615,0,17.5301,1.31805
22.389,1.303,0,14.3056,1.07561
22.683,1.631,0,13.571,1.02038
22.464,1.039,0,15.1184,1.13672
23.496,0.999,0,13.0447,0.980804
21.502,1.186,0,18.3343,1.37852
22.705,1.396,0,18.1157,1.36208
22.671,1.085,1,7.42392,0.558189
22.356,1.474,1,7.73583,0.581641
23.325,1.637,0,10.9902,0.826331
22.927,1.16,0,10.5501,0.793238
22.662,1.14,1,7.44484,0.559762
21.885,1.055,0,15.6665,1.17793
22.285,1.384,0,14.6185,1.09913
22.93,1.511,0,7.40549,0.556804
21.276,1.183,1,7.74165,0.582079
23.132,1.403,0,8.15951,0.613497
23.291,1.186,0,18.5319,1.39338
22.234,1.155,0,13.696,1.02977
22.879,1.054,0,8.29486,0.623674
23.343,1.083,0,9.03377,0.679231
21.414,1.522,1,7.62475,0.573289
22.988,1.363,0,9.55748,0.718607
21.62,1.238,1,8.47431,0.637166
23.02,1.046,0,11.4086,0.857793
21.291,1.291,1,7.59896,0.57135
22.966,1.595,0,17.6808,1.32938
23.039,0.979,0,7.83252,0.588911
23.301,1.097,0,10.7541,0.808583
22.595,1.094,1,8.57177,0.644494
23.389,0.819,0,11.094,0.834138
23.275,1.411,0,12.2475,0.920868
20.931,1.179,1,7.75833,0.583333
21.109,1.598,0,12.9641,0.974746
23.368,0.964,0,7.72338,0.580705
22.96,1.396,0,8.39504,0.631206
23.106,1.076,0,14.0967,1.0599
22.499,1.507,1,8.0323,0.603932
22.196,1.065,1,10.6584,0.801386
21.173,1.501,0,16.3468,1.22908
23.445,0.997,0,8.13226,0.611448
23.161,1.325,0,18.2888,1.37509
23.467,1.288,0,13.6952,1.02972
22.426,1.694,0,18.8554,1.4177
21.683,1.303,1,10.739,0.807442
23.327,0.88,0,11.9397,0.897719
22.346,1.137,0,17.2592,1.29768
23.282,1.58,0,9.96706,0.749403
21.973,1.351,0,12.8472,0.965952
22.71,1.449,1,10.8211,0.813615
22.682,1.188,1,9.13869,0.687119
23.194,1.371,0,12.881,0.968496
23.222,1.052,0,15.4346,1.1605
23.116,1.584,0,18.091,1.36022
22.081,1.294,0,16.7685,1.26079
22.813,1.194,1,8.51642,0.640333
21.162,1.39,0,13.483,1.01376
23.411,1.083,0,15.3259,1.15232
22.322,1.289,0,18.4409,1.38653
22.364,1.314,1,8.83273,0.664115
22.814,1.057,0,9.36208,0.703916
22.72,1.025,0,16.4782,1.23896
21.277,1.507,0,12.6697,0.952606
22.323,1.677,1,11.1209,0.836161
23.375,1.327,0,8.80076,0.661711
22.841,1.618,1,10.541,0.79256
22.464,1.294,0,12.5145,0.940943
21.904,1.453,0,15.3032,1.15062
22.169,1.602,1,12.0401,0.905269
21.996,1.151,0,13.4048,1.00788
22.049,1.52,1,10.9652,0.824449
22.926,1.212,0,19.5189,1.46758
22.231,1.452,1,9.06473,0.681559
22.509,1.57,1,9.95618,0.748585
22.242,0.957,0,14.745,1.10864
21.702,1.35,1,10.3208,0.776
21.803,1.308,0,12.4665,0.937334
23.033,1.265,0,9.11655,0.685455
21.333,1.226,0,15.6572,1.17723
22.402,1.044,1,11.0438,0.83036
22.567,1.235,1,9.4143,0.707842
21.572,1.469,1,9.53143,0.716649
23.464,1.02,0,10.7131,0.8055
22.11,1.109,1,9.40967,0.707494
23.417,1.799,0,18.6389,1.40142
20.992,1.168,0,16.0361,1.20572
22.892,1.405,0,14.792,1.11218
23.02,1.356,0,13.635,1.02519
21.315,1.13,1,10.4085,0.782594
22.677,1.283,1,9.54195,0.71744
22.613,1.318,0,19.7329,1.48368
22.307,1.177,0,14.5013,1.09032
22.596,1.438,1,9.57368,0.719825
23.306,1.217,0,20.7834,1.56267
21.154,0.933,1,11.2739,0.847662
23.334,1.029,0,10.9175,0.820861
23.15,1.311,0,14.2134,1.06867
22.715,1.65,0,13.0837,0.98374
22.147,1.154,0,14.1379,1.063
23.016,0.963,0,11.5355,0.867332
22.912,1.324,0,19.809,1.4894
21.344,1.229,0,13.6462,1.02603
22.434,0.899,0,15.9481,1.1991
23.085,0.908,0,10.6759,0.802696
21.482,1.137,0,14.2839,1.07398
21.561,1.179,1,10.5674,0.794544
23.386,0.987,0,20.9307,1.57374
21.342,1.114,0,21.1808,1.59254
21.854,1.073,0,14.0323,1.05506
23.442,1.105,0,10.6324,0.799426
22.966,1.3,0,10.0634,0.756649
23.043,1.582,0,11.5961,0.871887
23.097,1.397,0,19.4026,1.45884
22.57,0.978,0,20.9244,1.57326
23.05,0.79,0,11.084,0.833385
22.757,1.023,1,10.2644,0.771757
21.077,1.093,1,10.4923,0.788896
21.752,1.129,0,13.8774,1.04341
23.127,0.974,0,10.4575,0.786276
22.48,1.182,0,18.2054,1.36883
22.011,0.965,0,15.3404,1.15341
22.862,1.241,1,11.2241,0.843914
22.997,1.342,0,10.5568,0.793745
23.148,1.036,0,13.254,0.996539
22.904,1.527,1,10.8054,0.812435
23.492,1.292,0,12.231,0.919622
22.701,1.068,0,18.8662,1.41851
23.484,1.145,0,10.8041,0.812337
22.385,1.338,0,13.149,0.988646
22.69,1.067,1,10.9463,0.823031
23.376,1.605,0,15.5519,1.16932
23.148,1.148,0,12.1514,0.91364
22.808,0.96,0,18.807,1.41406
23.043,1.248,0,11.318,0.850981
22.739,1.084,0,17.8244,1.34018
23.236,1.357,0,18.2981,1.3758
21.991,1.285,0,14.6761,1.10347
21.497,1.331,1,11.3537,0.853662
21.822,1.564,0,14.6142,1.09881
22.498,1.29,0,14.2224,1.06935
23.075,0.968,0,11.2742,0.847681
23.112,1.037,0,13.9867,1.05164
22.807,1.442,1,11.2753,0.847768
22.589,1.085,1,11.4205,0.85868
21.975,1.253,0,21.3832,1.60776
23.169,1.422,0,16.9382,1.27355
23.365,0.947,0,21.6007,1.62411
22.826,1.331,1,11.3492,0.853324
21.193,1.24,1,12.1534,0.913787
23.378,1.175,0,16.3289,1.22774
22.724,1.25,1,11.3695,0.854849
22.417,1.511,0,17.5189,1.31721
21.731,1.065,0,18.7816,1.41215
21.779,1.403,1,12.2024,0.917473
21.398,1.181,0,18.025,1.35526
22.695,1.218,1,12.1893,0.916487
22.205,1.351,0,13.9901,1.05189
23.408,1.221,0,12.7649,0.959765
22.595,1.477,0,15.0357,1.1305
22.266,1.425,1,11.5756,0.870343
22.563,1.441,0,14.31,1.07594
22.913,0.978,0,11.6428,0.875396
22.693,1.03,0,13.1009,0.985027
23.093,1.008,0,13.3864,1.00649
22.418,0.988,0,21.023,1.58068
22.24,1.424,0,14.4386,1.08561
22.894,1.507,0,16.0668,1.20803
23.475,1.355,0,16.9713,1.27604
22.069,1.07,0,13.1972,0.992274
22.571,1.695,0,15.2425,1.14605
22.552,1.063,1,11.9142,0.895804
22.796,1.136,0,16.5652,1.24551
23.439,1.304,0,12.7616,0.959522
21.253,1.436,0,21.184,1.59278
23.325,0.807,0,13.8969,1.04488
23.374,0.884,0,14.6981,1.10512
23.138,0.926,0,13.1471,0.988506
21.44,1.219,0,12.5513,0.943708
23.481,0.886,0,19.6594,1.47815
21.602,0.982,0,14.5518,1.09412
23.22,0.875,0,21.2442,1.59731
22.16,1.19,1,12.2504,0.921083
23.239,1.432,0,14.8712,1.11813
23.07,1.261,0,21.1584,1.59086
22.654,1.102,1,12.3118,0.925699
22.631,1.639,0,14.4018,1.08284
22.577,1.063,0,21.2718,1.59938
22.111,1.103,0,21.2611,1.59858
22.948,1.176,0,12.8537,0.966446
21.403,1.241,0,16.9855,1.27711
21.681,1.2,0,14.7156,1.10643
23.433,0.967,0,22.7762,1.7125
22.7,1.212,0,15.9976,1.20283
21.827,1.551,0,16.3264,1.22755
23.22,1.303,0,12.8636,0.967185
23.277,1.07,0,17.5056,1.31621
22.948,1.131,0,21.3247,1.60336
21.504,1.33,0,15.9205,1.19703
22.651,1.397,0,15.0185,1.12921
22.908,1.13,0,16.4439,1.23638
20.926,1.261,0,22.4744,1.68981
22.244,1.115,0,16.3202,1.22708
22.886,1.541,0,13.0708,0.98277
22.802,1.228,0,16.0118,1.2039
23.421,1.489,0,21.5125,1.61748
22.698,0.997,0,14.054,1.05669
22.274,1.236,0,12.9316,0.972302
23.144,1.236,0,17.7784,1.33672
23.432,1.313,0,14.8436,1.11606
21.976,1.291,0,12.9105,0.970716
20.938,1.109,0,13.386,1.00647
22.302,1.222,0,15.2087,1.14351
22.979,1.461,0,13.0449,0.980823
23.203,1.039,0,13.4832,1.01377
21.422,1.328,0,15.8412,1.19107
22.999,1.262,0,13.096,0.984659
23.235,1.071,0,13.0681,0.982564
22.953,1.677,0,13.3237,1.00178
22.739,1.464,0,16.7809,1.26172
22.66,1.205,0,13.9286,1.04726
22.444,0.888,0,22.5769,1.69751
22.187,1.475,0,13.4934,1.01454
23.251,1.139,0,14.6133,1.09875
23.207,1.049,0,19.3409,1.4542
23.44,1.195,0,15.1391,1.13828
23.353,0.879,0,22.4323,1.68664
22.723,1.203,0,19.7572,1.48551
22.327,1.431,0,13.5105,1.01583
22.629,1.41,0,22.7654,1.71169
21.186,1.269,0,14.3561,1.0794
23.219,1.65,0,15.8721,1.19339
23.398,0.821,0,14.2648,1.07254
22.975,1.446,0,14.6584,1.10214
22.988,0.917,0,13.8729,1.04308
21.728,1.156,0,14.9453,1.12371
22.896,1.018,0,14.6191,1.09918
23.12,1.216,0,22.9345,1.7244
23.265,1.247,0,18.9142,1.42212
23.253,1.392,0,16.27,1.22331
22.602,1.629,0,14.0875,1.05921
22.072,1.131,0,14.1124,1.06108
23.249,1.546,0,13.9852,1.05152
22.734,1.376,0,15.2914,1.14973
23.296,1.374,0,15.4281,1.16001
21.483,1.426,0,14.1343,1.06273
22.79,0.961,0,14.1683,1.06529
23.268,1.217,0,15.5921,1.17234
22.232,1.381,0,14.7216,1.10689
22.904,1.616,0,17.3169,1.30202
22.843,1.274,0,14.98,1.12632
23.207,1.621,0,14.9748,1.12593
